Lidar_0,Lidar_1,Lidar_2,Lidar_3,Lidar_4,Lidar_5,Lidar_6,Lidar_7,Lidar_8,Lidar_9,Lidar_10,Lidar_11,Lidar_12,Lidar_13,Lidar_14,Lidar_15,Lidar_16,Lidar_17,Lidar_18,Lidar_19,Lidar_20,Lidar_21,Lidar_22,Lidar_23,Lidar_24,Lidar_25,Lidar_26,Lidar_27,Lidar_28,Lidar_29,Lidar_30,Lidar_31,Lidar_32,Lidar_33,Lidar_34,Lidar_35,Lidar_36,Lidar_37,Lidar_38,Lidar_39,HIZ,IVME,AKSIYON
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,70.8,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,244.3,245.0,246.4,248.6,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,79.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,223.5,221.0,222.3,224.3,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,87.3,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,223.5,195.4,196.5,198.3,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,95.7,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,168.7,169.6,171.1,173.1,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,141.7,142.3,143.4,144.9,146.9,149.4,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,99.5,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,116.0,116.9,118.0,119.5,121.5,123.8,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,99.8,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,90.6,91.2,92.3,93.7,95.5,97.6,100.1,103.1,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,94.9,72.5,65.6,66.7,68.1,69.7,71.6,73.9,76.5,79.5,83.1,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,239.2,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,76.8,63.2,53.9,47.0,41.8,41.8,43.1,44.7,46.6,48.7,51.2,54.2,57.7,61.9,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,241.6,228.2,219.5,233.7,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,59.6,51.8,45.9,41.3,37.7,34.7,32.3,30.2,28.5,27.1,25.8,24.7,23.8,100.0,50,SÜRDÜR
250.0,250.0,250.0,222.9,208.4,200.8,211.8,224.7,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,37.7,34.9,32.5,30.6,28.9,27.5,26.3,25.3,24.4,100.0,50,SÜRDÜR
250.0,204.6,188.5,184.9,193.3,203.1,214.5,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,198.4,188.0,179.1,185.3,199.6,250.0,100.0,50,SÜRDÜR
166.8,172.2,178.6,185.9,194.5,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,178.1,170.6,164.3,168.3,100.0,50,SÜRDÜR
167.1,172.6,179.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,163.9,158.5,100.0,50,SÜRDÜR
167.3,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,242.6,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,242.1,231.4,241.6,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,245.0,231.6,220.3,225.1,241.8,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,234.5,220.3,208.3,211.3,225.2,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,223.7,208.7,196.1,199.5,211.3,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,211.5,195.7,182.5,189.5,199.5,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
197.5,180.9,173.6,180.9,189.5,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
163.9,167.3,173.6,180.9,250.0,250.0,250.0,250.0,250.0,250.0,250.0,241.7,235.8,250.0,250.0,250.0,250.0,250.0,250.0,225.0,225.0,225.6,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
161.9,167.3,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,218.3,212.2,219.8,250.0,250.0,250.0,250.0,250.0,199.2,198.6,198.6,199.2,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
161.9,250.0,250.0,250.0,250.0,250.0,250.0,250.0,201.3,194.2,188.1,195.5,219.8,250.0,250.0,250.0,250.0,250.0,172.7,172.2,172.2,172.7,173.7,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,181.7,173.9,167.2,166.0,182.3,202.6,250.0,250.0,250.0,250.0,250.0,146.7,146.0,145.7,145.8,146.3,147.3,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,99.2,-10,SAĞA_KAÇIN
145.5,156.2,169.1,184.9,250.0,250.0,250.0,250.0,250.0,250.0,121.0,120.3,119.9,119.9,120.2,120.9,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,97.5,-10,SAĞA_KAÇIN
250.0,250.0,250.0,250.0,250.0,99.9,98.4,97.2,96.3,95.6,95.3,95.3,95.5,96.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,98.9,50,SAĞA_KAÇIN
250.0,250.0,250.0,78.4,76.5,74.9,73.6,72.5,71.6,71.0,70.6,70.4,70.4,70.6,235.5,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,242.4,236.3,246.1,250.0,250.0,250.0,250.0,250.0,100.0,50,SAĞA_KAÇIN
58.4,56.0,53.9,52.2,50.7,49.4,48.3,47.4,46.7,46.1,45.6,45.3,45.2,218.1,218.6,219.7,246.8,249.5,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,225.4,221.0,232.3,250.0,250.0,100.0,50,SÜRDÜR
26.8,25.5,24.4,23.5,22.6,22.0,21.4,20.9,20.4,20.4,25.0,32.5,46.5,250.0,202.3,202.4,203.1,229.7,231.9,234.7,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,213.7,210.5,100.0,50,SÜRDÜR
12.9,13.5,14.3,15.2,16.3,17.6,19.1,21.1,23.6,26.8,31.1,37.3,46.6,250.0,250.0,250.0,186.1,186.4,187.3,214.0,216.3,219.2,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
20.9,22.3,24.0,26.1,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,170.4,170.0,170.2,170.9,197.3,199.2,201.8,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,98.8,-10,SAĞA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,155.2,154.7,154.6,154.9,180.9,182.4,184.5,187.1,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,139.0,138.4,138.3,138.5,164.4,165.6,167.4,169.7,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,98.7,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,123.5,122.8,122.5,122.5,122.9,148.9,150.2,152.1,154.4,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,97.1,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,108.4,108.0,107.8,107.9,108.3,109.1,135.8,137.5,139.8,142.5,250.0,250.0,250.0,250.0,250.0,96.4,50,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,92.7,92.7,92.9,93.4,94.2,95.3,122.7,124.9,127.5,130.7,134.3,250.0,250.0,250.0,99.8,-10,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,76.9,77.1,77.5,78.1,79.0,80.1,81.5,110.3,112.9,116.1,119.7,124.0,250.0,250.0,99.8,-10,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,61.1,61.4,62.0,62.7,63.7,64.9,66.3,68.0,69.9,101.9,105.7,110.1,250.0,250.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,61.2,45.5,46.0,46.7,47.5,48.6,49.8,51.2,52.8,54.8,57.0,59.7,97.8,103.4,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,57.1,45.0,37.2,31.8,31.4,32.2,33.1,34.2,35.5,37.0,38.7,40.7,43.1,45.9,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,51.3,42.6,36.6,32.1,28.7,26.0,23.8,22.0,20.6,19.3,18.3,18.4,19.7,21.1,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,235.5,36.4,32.3,29.2,26.6,24.6,22.9,21.5,20.3,19.2,18.4,17.6,17.0,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,223.9,196.9,192.5,198.2,205.0,25.0,23.4,22.0,20.8,19.8,18.9,18.2,17.6,100.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,248.8,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,224.8,214.2,217.3,221.3,226.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,31.7,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,248.2,242.1,250.0,250.0,243.8,241.0,250.0,250.0,250.0,250.0,250.0,250.0,224.8,207.8,210.9,214.7,219.3,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,40.2,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,246.7,239.9,237.3,250.0,250.0,225.9,223.3,250.0,250.0,250.0,250.0,250.0,250.0,224.8,200.1,203.1,206.8,211.2,216.5,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,48.5,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,236.6,230.1,237.3,250.0,209.6,206.5,204.1,250.0,250.0,250.0,250.0,250.0,250.0,224.8,191.1,193.9,197.4,201.6,206.7,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,56.8,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,232.5,225.2,218.9,237.3,192.1,188.7,185.9,192.7,250.0,250.0,250.0,250.0,250.0,250.0,224.8,180.8,183.5,186.8,190.8,195.5,201.1,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,64.9,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,218.8,211.9,211.0,237.3,169.1,166.1,163.7,192.7,250.0,250.0,250.0,250.0,250.0,250.0,250.0,175.5,171.3,174.4,178.2,182.6,187.8,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,243.5,250.0,73.3,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,211.2,203.7,197.3,211.0,148.0,144.9,142.3,150.4,250.0,250.0,250.0,237.2,237.2,237.9,239.3,250.0,175.5,158.0,160.8,164.3,168.4,173.2,178.8,250.0,250.0,250.0,250.0,250.0,250.0,250.0,243.5,235.6,81.5,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,250.0,201.6,193.6,186.8,128.2,124.6,121.6,119.0,123.7,240.9,238.1,250.0,250.0,212.9,212.9,213.6,214.8,216.7,175.5,144.3,145.6,148.8,152.5,156.8,161.9,167.9,250.0,250.0,250.0,250.0,250.0,250.0,250.0,235.6,89.8,50,SÜRDÜR
250.0,250.0,250.0,250.0,250.0,250.0,190.1,181.7,105.8,102.1,98.9,96.1,93.8,105.3,217.7,214.5,212.0,250.0,250.0,187.4,187.4,187.9,189.0,190.7,175.5,144.3,129.1,131.8,135.1,139.0,143.5,148.8,154.9,250.0,250.0,250.0,250.0,250.0,250.0,250.0,98.0,50,SÜRDÜR
250.0,250.0,250.0,250.0,88.7,83.9,79.8,76.3,73.3,70.7,73.7,81.7,91.8,193.4,189.9,187.2,203.4,250.0,161.2,160.8,160.8,161.2,162.2,163.6,165.5,144.3,122.8,113.8,116.7,120.0,123.9,128.4,133.7,139.9,250.0,250.0,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
66.4,60.9,56.3,52.5,49.4,51.3,54.3,57.9,62.2,67.4,250.0,250.0,168.7,165.2,162.2,159.9,203.4,250.0,134.7,134.3,134.3,134.7,135.4,136.6,138.2,140.3,122.8,107.2,98.3,101.1,104.4,108.2,112.7,117.9,123.9,131.1,250.0,250.0,250.0,250.0,100.0,50,SÜRDÜR
41.6,43.0,44.6,46.5,48.7,51.3,140.2,149.5,160.6,250.0,250.0,143.2,139.7,136.8,134.3,158.8,250.0,250.0,107.9,107.6,107.6,107.9,108.5,109.4,110.7,112.4,114.4,107.2,95.3,86.0,84.6,87.7,91.3,95.5,100.5,106.3,113.1,121.2,250.0,250.0,100.0,50,SÜRDÜR
250.0,145.0,133.5,124.1,123.4,129.6,136.8,145.4,250.0,122.7,118.6,115.1,112.1,109.6,121.5,145.2,250.0,82.1,81.5,81.1,81.0,81.1,81.5,82.1,82.9,84.1,85.4,87.1,89.2,89.4,81.3,74.7,69.2,71.9,75.4,79.5,84.4,90.1,97.0,105.4,98.8,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,134.1,121.3,111.0,111.9,116.5,122.0,128.4,135.9,97.5,93.6,90.3,87.4,84.9,89.9,102.7,120.3,250.0,56.1,55.6,55.2,55.0,55.0,55.2,55.5,55.9,56.6,57.4,58.4,59.6,61.1,62.8,64.8,67.2,69.9,67.2,63.4,97.2,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,124.4,109.5,98.0,97.7,101.1,105.0,109.5,75.3,71.2,67.8,64.9,62.3,60.2,60.8,67.5,76.1,87.5,103.4,250.0,250.0,30.4,30.2,30.2,30.2,30.3,30.5,30.7,31.1,31.6,32.2,32.9,33.7,34.7,95.5,-10,SOLA_KAÇIN
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,99.2,86.1,82.6,84.9,55.0,50.6,47.0,44.1,41.5,39.4,37.6,36.0,35.2,38.3,42.2,47.1,53.4,62.0,74.1,250.0,250.0,250.0,250.0,250.0,250.0,41.0,27.5,20.8,16.7,93.8,-10,SOLA_KAÇIN
